ProductID,Status,Description,Category,StdAccountingCost,SKU,ItemPrice,UnitOfMeasure,WeightPerUnit,DoesGetBuilt,MSQ,AllocatedDoneDate,OnOrderUnits,RawConsumption,BuildOutToDays,RawConsumption,UPC
104270,Active,Citric Acid 3.5 Gallon Bucket,Sell-Buckets,35.36,CitricAcid3.5Gallon,90,oz,400,1,,3/27/2018,0,,31,,7.42309E+11
104271,Active,Citric Acid 5 Gallon Bucket,Sell-Buckets,51.93,CitricAcid5Gallon,124.95,oz,640,1,,3/27/2018,0,,31,,7.42309E+11
104272,Active,White Rice Flour 5 Lbs,Sell-Powder,4.54,RiceFlour5Lbs,18.99,oz,80,1,,3/28/2018,0,,31,,7.42309E+11
104273,Active,White Rice Flour 1.5 Lbs,Sell-Powder,1.98,RiceFlour1.5Lbs,10,oz,24,1,,3/28/2018,0,,31,,7.42309E+11
104274,Active,Guar Gum (10 oz.) POI,Sell-Powder,1.74,GuarGum10oz,8,,10,1,,3/30/2018,0,,31,,7.42309E+11
104275,Active,Guar Gum (16 oz.) POI,Sell-Powder,2.45,GuarGum16oz,12.99,,16,1,,3/30/2018,0,,31,,7.42309E+11
104276,Active,Chemical Peel Neutralizer (1 oz) POI,Sell-Cosmetics,1.53,Neutralizer1oz,12,fl oz,1,1,,3/30/2018,0,,31,,7.42309E+11
104277,Active,Washing Soda (1 Gallon Bucket 9 lb) EBE,Sell-Buckets,6.98,WashingSoda1Gallon,26.95,,128,1,,4/2/2018,0,2,31,2,7.42309E+11
104278,Active,Washing soda (5 Gallon Bucket 50 lb) EBE,Sell-Buckets,28.72,Washingsoda5gallon,99.95,,640,1,,4/2/2018,0,2,31,2,7.42309E+11
104279,Active,Washing soda (3.5 Gallon Bucket 38 lb) EBE,Sell-Buckets,23.43,Washingsoda3.5Gallon,74.95,,448,1,,4/2/2018,0,2,31,2,7.42309E+11
10428,Active,RESPIRATOR Harmful Dust N- 95 Valved Particulate (10/case),Packaging,0.669,,0.669,,,0,,2/28/2018,0,,,,
104280,Active,Witch Hazel (8 fl oz) POI,Sell-Liquid Bottles F-Style,2.04,WitchHazel8oz,7.15,fl oz,,1,,4/2/2018,0,,31,,7.42309E+11
104281,Active,Witch Hazel (16 fl oz) POI,Sell-Liquid Bottles F-Style,3.18,WitchHazel16oz,20.89,fl oz,,1,,4/2/2018,0,,31,,7.42309E+11
104282,Active,Caprylic Acid (16 fl oz) POI,Sell-Liquid Bottles F-Style,5.29,CaprylicAcid16oz,17,,,1,,4/2/2018,0,,31,,7.42309E+11
104283,Active,Caprylic Acid (32 fl oz) POI,Sell-Liquid Bottles F-Style,9.62,CaprylicAcid32oz,27,,,1,,4/3/2018,0,,31,,7.42309E+11
104284,Active,Diatomaceous Earth (1 Gallon Bucket 3 lb) EBE,Sell-Buckets,4.62,DiaEarth1GalBucket,29.99,pound,128,1,,4/3/2018,0,,31,,7.42309E+11
104285,Active,Diatomaceous Earth (3.5 Gallon Bucket 11 lb) EBE,Sell-Buckets,12.17,DiaEarth3.5GalBucket,59.99,pound,448,1,,4/3/2018,0,,31,,7.42309E+11
104286,Active,Diatomaceous Earth (5 Gallon Bucket 15 lb) EBE,Sell-Buckets,13.93,DiaEarth5GalBucket,70,pound,640,1,,4/3/2018,0,,31,,7.42309E+11
104287,Active,Witch Hazel (32 fl oz) POI,Sell-Liquid Bottles F-Style,5.32,WitchHazel32oz,30.23,fl oz,,1,,4/9/2018,0,,31,,7.42309E+11
104289,Active,Baking Soda Capsules (200 Capsules 1500 mg/Serving) EBE,Sell-Capsules,5.38,EBESodiumBicarbCapsules,16.99,,5.3,1,,4/9/2018,0,1,45,1,7.42309E+11
10429,Active,SHIPPING LABEL 4 x 6 Direct Thermal Blank for Zebra (250/roll),Labels,0.35996,,89.99,,,0,500,2/28/2018,0,1,,1,
104291,Active,Sodium Citrate (1 lb) POI,Sell-Powder,2.59,SodCit1lb,11.55,,16,1,2,4/19/2018,0,1,31,1,7.42309E+11
104293,Active,Diatomaceous Earth Capsules (200 capsules 675 mg) EBE (WRONG SIZE),Sell-Capsules,5.57,EBEDiatomEarthCaps,15.5,,4.76,1,,4/9/2018,0,1,45,1,7.42309E+11
104294,Active,Calcium Chloride (2 oz) EBE,Sell-Powder,1.09,CalChlor2oz,6.49,oz,4,1,,4/10/2018,0,0.25,31,0.25,7.42309E+11
104296,Active,MCT (32 fl oz),Sell-Liquid Bottles F-Style,8.99,C832oz,19,,32,1,,4/10/2018,0,,31,,7.42309E+11
104297,Active,Salicylic Acid 20% with Neutralizer Set (2 oz),Sell-Cosmetics,2.97,SalicylicAcid20%Set,17.99,,2,1,,4/16/2018,0,,31,,7.42309E+11
104298,Active,Salicylic Acid 5% With Neutralizer Set POI,Sell-Cosmetics,3.9,SalicylicAcid5%set.POI,22,,2,1,,10/29/2018,0,,31,,7.42309E+11
104299,Active,(NEED NEW SOURCE) Potassium Sorbate (5 lb) POI,Sell-Powder,7.33,PotSor5lb,32.5,,80,1,,4/16/2018,0,,31,,7.42309E+11
10430,Active,Epsom Salt (3.5 Gallon Bucket 32 lb) EBE,Sell-Buckets,24.52,EpsomSaltBucket3.5gallon,59.5,,448,1,,2/28/2018,0,1,31,1,7.42309E+11
104302,Active,Sodium Citrate (2 lb) POI,Sell-Powder,3.96,SodCit2lb,14.95,,32,1,,4/20/2018,0,,31,,7.42309E+11
104303,Active,Potassium Sorbate (1 lb) POI,Sell-Powder,4.02,PotSor1lb,10.95,,,1,,4/20/2018,0,,31,,7.42309E+11
104304,Active,Magnesium Chloride (1 Gallon 8 lb) EBE,Sell-Buckets,22.02,MagChl1Gal,52.5,oz,128,1,,7/20/2018,0,4,31,4,7.42309E+11
104305,Active,Magnesium Chloride (3.5 Gallon 28 lb) EBE,Sell-Buckets,83.06,MagChl3.5Gal,139,oz,448,1,,7/20/2018,0,4,31,4,7.42309E+11
104306,Active,Magnesium Chloride (5 Gallon Bucket 36 lb) EBE,Sell-Buckets,104.69,MagChl5Gal,172,oz,640,1,,7/20/2018,0,4,31,4,7.42309E+11
104307,Active,Potassium Sorbate (2 lb) POI,Sell-Powder,3.5,PotSor2lb,17.25,,23,1,,4/23/2018,0,,31,,7.42309E+11
104308,Active,SLSA (5 lb) POI,Sell-Powder,31.03,SLSA5lb,66.95,oz,80,1,,4/24/2018,0,3,31,3,7.42309E+11
10431,Active,"24"" x 16"" x 8"" Shipping Boxes 32 ECT Brown 20/Bundle",Boxes,1.8995,,1.8995,,,0,50,2/28/2018,0,1,,1,
104314,Active,Acai Powder (2 oz) POI (KILL),Sell-Powder,4.87,AcaiPow2oz,7.99,,2,1,,4/26/2018,0,,31,,7.42309E+11
104315,Active,Acai Powder (8 oz) POI,Sell-Powder,16.47,AcaiPow8OZ,14.99,,8,1,,4/26/2018,0,,31,,7.42309E+11
104316,Active,Acai Powder (1 lb) POI,Sell-Powder,32.08,AcaiPow1lb,24.99,pound,16,1,,4/26/2018,0,,31,,7.42309E+11
104317,Active,Aluminum Oxide (50 lb) POI (RET),Sell-Powder,78.4,AlumOx50LB,195.95,oz,800,1,,4/27/2018,0,0.5,31,0.5,7.42309E+11
104318,Active,Aluminum Sulfate 50 lb (RET),Sell-Powder,52.04,AlSulf800oz,150,oz,32,1,,4/27/2018,0,2,31,2,7.42309E+11
104319,Active,Ammonium Bicarbonate 50 lb (RET),Sell-Powder,50.58,AmmBic800oz,129.99,oz,32,1,,4/27/2018,0,2,31,2,7.42309E+11
10432,Active,"18.5"" x 12.5"" x 8"" Shipping Boxes 32 ECT Brown 25/Bundle",Boxes,1.3996,,1.3996,,,0,50,3/2/2018,0,1,,1,
104320,Active,Borax (55 lb) POI,Sell-Powder,27.43,Borax55lb,99.99,oz,880,1,,4/27/2018,0,1,31,1,16463997221
104321,Active,Cardamom Essential Oil (5 ml),Sell-Essential Oils,0.2,Cardamom5mL,10.5,,,1,,4/27/2018,0,,31,,7.42309E+11
104322,Active,Pure Soap Flakes (50 lb) POI (RET),Sell-Powder,61.68,Soap800oz,165,oz,800,1,,5/2/2018,0,3,31,3,7.42309E+11
104323,Active,Frankincense Essential Oil (15 m) POI,Sell-Essential Oils,8.55,FrankincenseEO15mL,,,,1,,5/2/2018,0,,31,,7.42309E+11
104324,Active,Bergamot Essential Oil 15 ml,Sell-Essential Oils,5.76,Bergamot15ml,8.99,,,1,,5/2/2018,0,,31,,7.42309E+11
104325,Active,Clary Sage Essential Oil (15 ml) POI,Sell-Essential Oils,7.82,ClarySage15mL,9.99,,,1,,5/3/2018,0,,31,,7.42309E+11
104326,Active,Helichrysum Essential Oil (5 ml) POI,Sell-Essential Oils,8.34,Helichrysum5mL,13.99,,,1,,5/3/2018,0,,31,,7.42309E+11
104327,Active,Melaleuca (Tea Tree) Essential Oil (15 ml) POI,Sell-Essential Oils,5.76,TeaTree15mL,8.99,,,1,,5/4/2018,0,,31,,7.42309E+11
104328,Active,Myrrh Essential Oil (15 ml) POI,Sell-Essential Oils,8.85,MyrrhEO15mL,14.99,,,1,,5/4/2018,0,,31,,7.42309E+11
10433,Active,Salicylic Acid 5% Skin peel POI,Sell-Cosmetics,2.05,SalicylicAcid5%.POI,14,fl oz,1.2,1,,10/12/2018,0,,31,,7.42309E+11
104330,Active,Tangerine Pure Essential Oil 5 mL,Sell-Essential Oils,5.74,Tangerine5mL,6.95,,,1,,5/7/2018,0,,31,,7.42309E+11
104331,Active,Petitgrain Essential Oil (15 ml) POI,Sell-Essential Oils,7.82,Petitgrain15mL,9.95,,,1,,5/7/2018,0,,31,,7.42309E+11
104332,Active,Thyme Essential Oil (15 ml) POI,Sell-Essential Oils,6.28,ThymeEO15mL,9.99,,,1,,5/8/2018,0,,31,,7.42309E+11
104333,Active,Camphor Essential Oil (15 ml),Sell-Essential Oils,1.39,CamphorEO 15mL,8.95,,,1,,5/9/2018,0,,31,,7.42309E+11
104334,Active,White Grapefruit Essential Oil (15 ml) POI,Sell-Essential Oils,1.31,GrapefruitEO15mL,8.85,,,1,,5/11/2018,0,,31,,7.42309E+11
104335,Active,Bay Laurel Leaf (15 ml),Sell-Essential Oils,1.33,LaurelLeaf15mL,9.95,,,1,,5/15/2018,0,,31,,7.42309E+11
104336,Active,Cinnamon Leaf Essential Oil (15 ml) POI,Sell-Essential Oils,7.82,CinnamonLeaf15mL,12.99,,,1,,5/16/2018,0,,31,,7.42309E+11
104337,Active,Coriander Essential Oil (15 ml) POI,Sell-Essential Oils,6.42,CorianderEO15mL,10.25,,,1,,5/16/2018,0,,31,,7.42309E+11
104338,Active,Soy Flour (1 lb) POI,Sell-Powder,2.09,SoyFlour1lb,10.5,,16,1,,5/17/2018,0,,31,,7.42309E+11
104339,Active,Soy Flour (2 lb) POI,Sell-Powder,3.07,SoyFLour2lb,14.95,,32,1,,5/17/2018,0,,31,,7.42309E+11
10434,Active,5X7 2MIL Preopen Bag on a roll (1750 bags per roll),Packaging,,,,,,0,,3/14/2018,0,1,,1,
104341,Active,Gum Arabic (Acacia) (2 oz) POI,Sell-Powder,4.37,GumArabic2oz,6.99,pound,2,1,,5/20/2018,0,,31,,7.42309E+11
104342,Active,Almond Flour (2 lb) POI,Sell-Powder,9.93,AlmondFlour2lb,19.99,pound,32,1,,5/23/2018,0,,31,,7.42309E+11
104343,Active,Gum Arabic (Acacia) (4 oz) POI,Sell-Powder,2.73,GumArabic4oz,10.99,,4,1,,5/23/2018,0,,31,,7.42309E+11
104344,Active,Gum Arabic (Acacia) (1 lb) POI,Sell-Powder,5.44,GumArabic1lb,17.5,,16,1,,5/23/2018,0,,31,,7.42309E+11
104345,Active,Oxalic Acid (5 lb) POI (RET),Sell-Powder,5.12,OxalicAcid5lb,17.55,,80,1,,5/23/2018,0,2,31,2,7.42309E+11
104346,Active,Oxalic Acid (10 lb) POI (RET),Sell-Powder,9.13,OxalicAcid10lb,25,,160,1,,5/23/2018,0,2,31,2,7.42309E+11
104347,Active,Ammonium Sulfate (5 lb) POI,Sell-Powder,6.2,AmmoniumSulfate5lb,21.95,oz,80,1,,5/23/2018,0,2,31,2,7.42309E+11
104348,Active,Potassium Bicarbonate (50 lb) POI (RET),Sell-Powder,103.26,PotBic800oz,210,oz,32,1,,5/24/2018,0,,31,,7.42309E+11
10435,Active,TARTARIC ACID (55.12 LBS),RAW BULK,217.5,,,pound,,0,0,,0,55.1,,55.1,
104350,Active,Acacia Fiber (1 lb) POI,Sell-Powder,5.49,AcaciaFiber1lb,15.5,,16,1,,5/28/2018,0,,31,,7.42309E+11
104351,Active,Acacia Fiber (2 lb) POI,Sell-Powder,9.28,AcaciaFiber2lb,21.95,,32,1,,5/28/2018,0,,31,,7.42309E+11
104352,Active,Mineral Oil (4 oz) POI,Sell-Liquid Bottles F-Style,1.74,MineralOil4oz,8.25,oz,4,1,,8/7/2018,0,0.5,31,0.5,7.42309E+11
104353,Active,Propylene Glycol (4 fl oz) POI,Sell-Liquid Bottles F-Style,1.57,PropGlyc4oz,6.75,pound,4,1,,7/23/2018,0,1,31,1,7.42309E+11
104354,Active,Glycerin (4 fl oz) POI,Sell-Liquid Bottles F-Style,1.53,Glycerin4oz,6.75,oz,4,1,,7/20/2018,0,,31,,7.42309E+11
104355,Active,Pure Soap Flakes (1 Gallon Bucket 5 lbs) EBE,Sell-Buckets,8.83,SoapFlakes1Gal,24.95,oz,,1,,7/19/2018,0,,31,,7.42309E+11
104356,Active,Pure Soap Flakes (3.5 Gallon Bucket 18 lb) EBE,Sell-Buckets,27.79,SoapFlakes3.5Gal,61,oz,448,1,,7/20/2018,0,,31,,7.42309E+11
104357,Active,Pure Soap Flakes (5 Gallon Bucket 25 lb) EBE,Sell-Buckets,35.88,SoapFlakes5Gal,84.95,oz,400,1,,7/20/2018,0,,31,,7.42309E+11
104358,Active,Calcium Carbonate (5 lb) POI,Sell-Powder,4.45,CalCarb5lb,19.95,oz,80,1,,5/29/2018,0,2,31,2,7.42309E+11
10436,Active,RICE FLOUR (50 LBS),RAW BULK,20,,,pound,50,0,0,,0,50,,50,
104361,Active,Oxalic Acid (1 Gallon Bucket 8.5 lb) EBE (RET),Sell-Buckets,6.88,OxalicAcid1Gal,24.99,,128,1,,8/17/2018,0,,31,,7.42309E+11
104362,Active,Methylcellulose (25 lbs) POI,Sell-Powder,281.75,Methyl25lb,499.95,pound,400,1,,8/8/2018,0,1,31,1,7.42309E+11
104363,Active,Stone Casting Powder (2 lb) POI,Sell-Powder,2.01,StonCast2lb,10.5,,32,1,,7/18/2018,0,,31,,7.42309E+11
104364,Active,Stone Casting Powder (4 lb) POI,Sell-Powder,3.35,StonCast4lb,13,,64,1,,7/18/2018,0,,31,,7.42309E+11
104365,Active,Salicylic Acid (Tub 1.5 lb) EBE,Sell-Tub,7.49,SalicylicTub1.5lb,28.99,oz,24,1,,8/21/2018,0,1,31,1,7.42309E+11
104366,Active,MacroCarb (Maltodextrin) Sport Supplement (14 oz) UPN (clear jar w/scoop),Sell-Tub,3.69,MacroCarb14,13.95,,14,1,,6/15/2018,0,,31,,7.42309E+11
104367,Active,Play Sand (5 lb) POI,Sell-Powder,2.67,PlaySand5lb,15.25,,80,1,,7/19/2018,0,,31,,7.42309E+11
104368,Active,Play Sand (25 lb) POI,Sell-Powder,7.51,PlaySand25lb,36.55,,400,1,,10/9/2018,0,,31,,7.42309E+11
104369,Active,Egg Replacer (1 lb) (Soy Flour) POI,Sell-Powder,2.09,SoyFlour1,10.99,,16,1,,8/17/2018,0,,31,,7.42309E+11
10437,Active,POTATO STARCH (50 LBS) B/O 1/20/19,RAW BULK,45,,,pound,50,0,0,,0,50,,50,
104370,Active,Egg Replacer (2 lb) (Soy Flour) POI,Sell-Powder,4.33,SoyFlour2,13.5,,32,1,,8/17/2018,0,,31,,7.42309E+11
104371,Active,Ammonium Sulfate (25 lb) POI,Sell-Powder,25.9,AmmonSul25lb,75.95,oz,400,1,,7/23/2018,0,,31,,7.42309E+11
104372,Active,MASON JARS (12 count 8 oz),ReSALE,1.38,MasonJars12,26,,96,1,,7/23/2018,0,,31,,7.42309E+11
104373,Active,Dextrose (1 lb) POI,Sell-Powder,1.88,Dextrose1lb,9.25,,16,1,,6/18/2018,0,,31,,7.42309E+11
104374,Active,Dextrose (8 oz) POI,Sell-Powder,1.32,Dextros8oz,6.49,,8,1,,7/18/2018,0,,31,,7.42309E+11
104375,Active,Dextrose (2 lb) POI,Sell-Powder,2.54,Dextrose2lb,10.8,,32,1,,7/18/2018,0,,31,,7.42309E+11
104376,Active,Dextrose (5 lb) POI,Sell-Powder,4.54,Dextros5lb,18,,80,1,,7/18/2018,0,,31,,7.42309E+11
104377,Active,Dextrose Sports Supplement (8 oz) POI,Sell-Powder,1.19,,,,,1,,6/18/2018,0,,31,,
104378,Active,Dextrose Sports Supplement (1 lb) POI,Sell-Powder,1.69,,,,,1,,6/18/2018,0,,31,,
104379,Active,Dextrose Sports Supplement (2 lb) POI,Sell-Powder,2.33,,,,,1,,6/18/2018,0,,31,,
10438,Active,GUAR GUM (B/O MID FEB.) (50 LBS),RAW BULK,44.5,,,pound,50,0,0,,0,50,,50,
104380,Active,Dextrose Sports Supplement (5 lb) POI,Sell-Powder,4.18,,,,,1,,6/18/2018,0,,31,,
104381,Active,Maltodextrin (1 lb) POI,Sell-Powder,2.8,MeltoDextrin1lb,11.25,,16,1,,7/18/2018,0,,31,,7.42309E+11
104382,Active,Maltodextrin (2 lb) POI,Sell-Powder,4.38,MeltoDextrin2lb,14.99,,32,1,,7/18/2018,0,,31,,7.42309E+11
104383,Active,Maltodextrin (5 lb) POI,Sell-Powder,9.07,MeltoDextrin5lb,25.95,,80,1,,7/18/2018,0,,31,,7.42309E+11
104384,Active,DL Malic Acid (Tub 2 lb) EBE,Sell-Tub,5.39,MalicAcidTub2lb,14.5,oz,32,1,,8/14/2018,0,,31,,7.42309E+11
104385,Active,Maltodextrin (Tub 1 lb) EBE (no scoop),Sell-Tub,4.08,MaltoDextrin16oz.EBE,14.95,,16,1,,8/14/2018,0,,31,,7.42309E+11
104386,Active,Dextrose Sports Nutrition (Tub 1.5 lb w/ Scoop) UPN,Sell-Tub,3.27,DextrosSportsTub,13.95,,24,1,,9/3/2018,0,,31,,7.42309E+11
104387,Active,Psyllium Husk Powder (12 oz) POI,Sell-Powder,5.88,PsylliumHusk12oz,15.5,,12,1,,8/2/2018,0,,31,,7.42309E+11
104388,Active,Psyllium Husk Powder (1 lb) POI,Sell-Powder,7.69,PsylliumHusk1lb,18.25,,16,1,,7/18/2018,0,,31,,7.42309E+11
104389,Active,Psyllium Husk Powder (1.5 lb) POI,Sell-Powder,10.96,PsylliumHusk1.5lb,22.95,,24,1,,7/18/2018,0,,31,,7.42309E+11
10439,Active,SHRINK BAND 38x25 20 mm (250/case),Containers,0.0078,,0.0078,,,0,,3/29/2018,2000,1,,1,
104390,Active,Psyllium Husk Powder (2 lb) POI,Sell-Powder,14.16,PsylliumHusk2lb,28.75,,32,1,,7/18/2018,0,,31,,7.42309E+11
104391,Active,Salicylic Acid (25 lb) POI,Sell-Powder,86.46,SalicylicAcid25lb,197.95,,400,1,,8/10/2018,0,,31,,7.42309E+11
104392,Active,Indian Healing Clay (50 lb) POI (RET),Sell-Powder,158.04,Healingclay50lb,374.99,oz,800,1,,7/18/2018,0,,31,,7.42309E+11
104393,Active,Decorative Sand (2 lb) POI,Sell-Powder,1.64,DecorSand2lb,10.25,,32,1,,6/22/2018,0,,31,,7.42309E+11
104394,Active,Copaiba Essential Oil (15 ml) POI,Sell-Essential Oils,0.29,,,,,1,,6/23/2018,0,,31,,
104395,Active,Siberian Fir Essential Oil (15 ml) POI,Sell-Essential Oils,1.31,0Q-TK2G-0H1N,8.95,,1,1,,8/21/2018,0,,31,,7.42309E+11
104396,Active,Tamanu Oil Calophyllum inophyllum (15 ml) POI,Sell-Essential Oils,1.33,TamaunuOil.15ml,7.99,,2,1,,,0,,31,,7.42309E+11
104397,Active,Soy Flour (10 lb) POI,Sell-Powder,9.84,SoyFlour10 lb,35.5,,160,1,,8/2/2018,0,,31,,7.42309E+11
104398,Active,Decorative Sand (5 lb) POI,Sell-Powder,2.21,DecorSand5lb,14.55,,80,1,,6/25/2018,0,,31,,7.42309E+11
104399,Active,Sodium Propionate (50 lb) POI (RET),Sell-Powder,85.48,SodProp800oz,265,,,1,,6/26/2018,0,,31,,
10440,Active,POLY BAG 5X8 2MIL (1000/case),Packaging,,,0.015,,,0,1000,4/6/2018,0,1,,1,
104400,Active,Titanium Dioxide TiO2 (55 lb) POI,Household Cleaners,151.15,TIO55lb,249.99,,,1,,6/26/2018,0,,31,,
104401,Active,QPD Sodium Hydroxide (NaOH) (1 lb.),Sell-Powder,2.16,SodiumHydroxide1lb,9.95,,16,1,,6/26/2018,0,,31,,7.42309E+11
104402,Active,Activated Charcoal Powder (20 lb) POI,Sell-Powder,129.61,POIActCharc20lb,195,oz,320,1,,8/15/2018,0,2,31,2,7.42309E+11
104403,Active,QPD Sodium Hydroxide (NaOH) (2 lb.),Sell-Powder,3.11,SodiumHydroxide2lb,11.95,,,1,,6/27/2018,0,,31,,7.42309E+11
104406,Active,Potassium Bicarbonate Capsules (150 count 2860 mg) UNP,Sell-Capsules,4.39,PotBicarbUPNcapsules,11.99,,8,1,,2/27/2019,0,,45,,7.42309E+11
104407,Active,Activated Charcoal Capsules (150 Capsules 525 mg) UPN,Sell-Capsules,4.36,ActCharcoalUPNcapsules,11.95,,8,1,,8/29/2018,0,,45,,7.42309E+11
104408,Active,Baking Soda Capsules (150 Count 750 mg) UPN,Sell-Capsules,4.38,BakingSodaUPNcapsules,14.99,,8,1,,9/3/2018,0,,45,,7.42309E+11
104409,Active,Vitamin C Capsules (150 count 600 mg) UPN,Sell-Capsules,5.3,UNPVitCcapsules,11.75,,8,1,,9/3/2018,0,,45,,7.42309E+11
10441,Active,LID BLACK (PS) liner 28-410 (2700/case),Containers,0.05,,,,,0,50,4/10/2018,0,1,,1,
104410,Active,Diatomaceous Earth Capsules (150 count 550 mg) UNP,Sell-Capsules,4.18,DiatomEarthUPN150c,13.5,,6,1,,9/13/2018,0,,45,,7.42309E+11
104411,Active,Calcium Carbonate Capsules (150 count 550 mg) UPN,Sell-Capsules,4.01,CalciumCarbonateUPN150c,11.55,,8,1,,9/3/2018,0,,45,,7.42309E+11
104412,Active,Malic Acid Capsules (150 Count 600 mg) UNP (KILL),Sell-Capsules,4.17,MalicAcidUPN150c,12.25,,6,1,,9/3/2018,0,,31,,7.42309E+11
104413,Active,Psyllium Husk Capsules (100 Count 1500 mg) POI,Sell-Capsules,3.3,PsylliumHusk100cPOI,17.95,,4,1,,8/8/2018,0,,45,,7.42309E+11
104414,Active,Psyllium Husk Capsules (200 Capsules 1500 mg) EBE,Sell-Capsules,6.38,PsylliumHusk200cEBE,17.95,,5,1,,9/27/2018,0,,31,,7.42309E+11
104415,Active,Psyllium Husk Capsules (150 Count 1500 mg) UPN,Sell-Capsules,4.78,PsylliumHusk150UPN,11.99,,6,1,,9/13/2018,0,,31,,7.42309E+11
104416,Active,Tartaric Acid (4 oz) (Closed 11/27/18),Sell-Powder,2.08,TartaricAcid4oz,7.95,,4,1,,8/8/2018,0,,31,,7.42309E+11
104417,Active,Malic Acid Capsules (200 count 600 mg) KOP,Sell-Capsules,5.48,MalicAcidKOP200C,13.95,,8,1,,8/29/2018,0,,45,,7.42309E+11
104418,Active,Tartaric Acid (1 lb) (Closed 11/27/18),Sell-Powder,5.47,TartaricAcid1lb,14.25,,16,1,,8/8/2018,0,,31,,7.42309E+11
104419,Active,Activated Charcoal Capsules (200 count 525 mg) KOP,Sell-Capsules,5.76,ActCharcoalKOP200c,9.99,,8,1,,8/29/2018,0,,45,,7.42309E+11
10442,Active,COBALT BLUE BOTTLE 32 oz 28-410 (1600/case),Containers,0.54,,,,,0,50,4/10/2018,0,1,,1,
104420,Active,Bentonite Clay Capsules (WRONG SIZE) (200 count 1000 mg) KOP (Deativate when Sold out),Sell-Capsules,5.26,BentClay200KOP,12.75,,8,1,,7/5/2018,0,,45,,7.42309E+11
104421,Active,Calcium Carbonate Capsules (200 count 550 mg) KOP,Sell-Capsules,5.28,CalciumCarbonateKOP200c,13.5,,8,1,,8/29/2018,0,,45,,7.42309E+11
104422,Active,Vitamin C Capsules (200 count 600 mg) KOP,Sell-Capsules,6.98,Vit.C.KOP200c,12.99,,8,1,,8/29/2018,0,,45,,7.42309E+11
104423,Active,Diatomaceous Earth Capsules (200 count 550 mg/Serving) KOP,Sell-Capsules,3.45,DiatomEarthKOP200c,12.5,,8,1,,8/29/2018,0,,45,,7.42309E+11
104424,Active,Potassium Bicarbonate Capsules (200 count 2860 mg) KOP,Sell-Capsules,5.77,Pot.Bicarb.KOP200c,12.95,,8,1,,8/29/2018,0,,45,,7.42309E+11
104425,Active,Baking Soda Capsules (200 count 750 mg) KOP,Sell-Capsules,5.34,BakingSodaKOP200c,16.99,,8,1,,8/29/2018,0,,45,,7.42309E+11
104427,Active,Potassium Bicarbonate (1 Gallon Bucket 10 lb) EBE,Sell-Buckets,23.14,PotBicarb1GallonEBE,52.95,oz,160,1,,8/8/2018,0,,31,,7.42309E+11
104428,Active,Potassium Bicarbonate (3.5 Gallon Bucket 40 lbs) EBE,Sell-Buckets,77.15,PotBicarb3.5GallonEBE,154.95,oz,560,1,,8/8/2018,0,,31,,7.42309E+11
104429,Active,Potassium Bicarbonate (5 Gallon Bucket 50 lbs) EBE,Sell-Buckets,97.17,PotBicarb5GallonEBE,194.95,oz,720,1,,8/8/2018,0,,31,,7.42309E+11
10443,Active,"LABEL 7.375"" x 4.5"" Weatherproof Polyester for Laser",Labels,0.4598,,,,,0,250,4/10/2018,0,2,,2,
104430,Active,Soap Flakes (Tub 1.5 lb) EBE,Sell-Tub,4.28,SoapFlakesTub1.5lbEBE,13,oz,24,1,,8/8/2018,0,,31,,7.42309E+11
104431,Active,Amber Dropper Bottle 1 oz 12pk,ReSALE,4.57,Amberdropper12pk1oz,13.99,,12,1,,7/23/2018,0,,31,,7.42309E+11
104432,Active,Amber Dropper Bottle 2 oz 4 pack,ReSALE,2.24,AmberDropper4pk2oz,7.99,,8,1,,7/10/2018,0,,31,,7.42309E+11
104433,Active,Amber Dropper Bottle 2 oz 2 pack,ReSALE,1.8,AmberDropper2pk2oz,,,4,1,,7/10/2018,0,,31,,7.42309E+11
104434,Active,Cobalt Dropper Bottle 1 oz 12pk,ReSALE,4.84,CobaltBlueBottle12pk1oz,13.99,,12,1,,7/23/2018,0,,31,,7.42309E+11
104435,Active,Cobalt Dropper Bottle 2 oz 4pk,ReSALE,,CobaltBlueBottle4pk2oz,8.99,,8,1,,7/10/2018,0,,31,,7.42309E+11
104436,Active,Cobalt Dropper Bottle 2 oz 2 pk,ReSALE,2.78,CobaltBlueBottle2pk2oz,6.99,,4,1,,7/10/2018,0,,31,,7.42309E+11
104437,Active,Magnesium Chloride (Tub 2 lb) EBE (No Scoop),Sell-Tub,8.26,MagChlorideTub2lbEBE,18,oz,32,1,,8/14/2018,0,,31,,7.42309E+11
104438,Active,Indian Healing Clay (Tub 1.5 lb w/scoop) EBE,Sell-Tub,7.16,HealingClayTub1.5lbEBE,19.95,oz,24,1,,8/7/2018,0,,31,,7.42309E+11
104439,Active,Tapioca Starch Flour (8 oz) POI,Sell-Powder,1.46,Tapioca8oz,6.5,,8,1,,8/17/2018,0,,31,,7.42309E+11
10444,Active,COBALT BLUE BOTTLE 16 oz 28-410 ( 144/case),Containers,0.32,,,,,0,,4/10/2018,0,1,,1,
104442,Active,Borax (2 lb) POI (Single Listing),Sell-Powder,2.24,Borax2lbsingle,9.75,oz,32,1,,8/8/2018,0,,31,,7.42309E+11
